Bin,PT Center Bin Value,Amplitude,Mean,Standard Deviation,Var(Amplitude),Var(Mean),Var(Standard Deviation)
0,15.0,0.008611089473680797,1.324334092072684,0.3189404571789434,2.6543415360392245e-08,4.85553211487075e-05,5.135255213848011e-05
1,25.0,0.009823167309079603,1.0781244244132946,-0.2682612807014447,1.570340248593486e-08,1.561447620619765e-05,1.5617073793282604e-05
2,32.5,0.010848338110884004,1.0400643617363294,-0.24298593594353562,2.743618337138513e-08,1.835267761322772e-05,1.8352789184899654e-05
3,37.5,0.011832859683425918,1.0112989276180713,-0.22184841201809377,3.2509814714273164e-08,1.523622500887903e-05,1.5236227889075245e-05
4,42.5,0.01252224531098261,0.9948759132826686,-0.20922725642908446,2.182767491489295e-08,8.124458472141948e-06,8.124458599337437e-06
5,51.0,0.013919244699104138,0.9820771343300264,-0.1866401908126036,1.418677207629956e-08,3.400936594070353e-06,3.400936574929626e-06
6,64.5,0.015348895062751309,0.9685573989209949,-0.170015812992124,2.0553811536887978e-08,3.362488996450304e-06,3.3624889557926575e-06
7,81.0,0.017525243394817834,0.9676597037127349,0.14736509738344925,1.7230429926469038e-08,1.6244227256597493e-06,1.624422730782508e-06
8,105.0,0.01902970650255679,0.960062973472085,0.13582231452249033,1.625001546448265e-08,1.1037536871640933e-06,1.103753673107453e-06
9,135.0,0.021217421676764256,0.964260579513921,0.12152752633233586,1.594510409031782e-08,6.974858189794081e-07,6.974858186748029e-07
10,175.0,0.024608099185505074,0.9678069007630624,0.1045195781014666,2.0757533166542192e-08,4.992935057255827e-07,4.992935022065329e-07
11,250.0,0.028346365870491434,0.970030071358341,0.09025133036610311,2.5948464976309323e-08,3.5072339481336596e-07,3.507233921658744e-07
12,350.0,0.0330258945074494,0.9742097692059387,0.0776335556969627,2.1243779945588576e-08,1.5652110303264743e-07,1.5652110558065314e-07
13,475.0,0.03703366738421574,0.9770813812390183,0.06908340593279802,2.983340617535816e-08,1.3842127308645102e-07,1.3842127207312195e-07
14,650.0,0.04121813410029647,0.9815762909408027,0.06166546798116397,3.185766668127681e-08,9.507327760455884e-08,9.507327830502995e-08
15,875.0,0.04481685846628776,0.9853417869188962,0.05646567445139029,4.594270335842202e-08,9.724010777025715e-08,9.724010700396675e-08
16,1125.0,0.04740517970168319,0.9879991564270955,-0.05348421401017032,7.816695364267107e-08,1.3266624949192082e-07,1.326662488309349e-07
17,1375.0,0.049439468623351274,0.9892139491841597,-0.05083183439966762,7.575111046370307e-08,1.0677156141844986e-07,1.0677156184186689e-07
18,1625.0,0.050669724490103075,0.9927990616776032,0.05010403273465014,7.913247411504999e-08,1.0316683136218506e-07,1.0316683261687334e-07
19,1875.0,0.051461002232259544,0.991871559826788,0.049044457123039474,1.2728304499112364e-07,1.541476166555853e-07,1.5414761639776934e-07
20,2125.0,0.053165951255767084,0.9933596512485476,0.04735840120300508,1.2626592926772587e-07,1.335881268847859e-07,1.3358812662908825e-07
21,2375.0,0.05252433339871537,0.9936381900835873,-0.04823508342991619,1.5874862974906985e-07,1.7850777655602933e-07,1.7850777774002827e-07
22,2625.0,0.052496188109090104,0.9960057678659042,0.04813156947711409,2.877523398691858e-07,3.2251141852626464e-07,3.225114173773922e-07
23,2875.0,0.05281514711084046,0.9967036182375927,0.04698610018662175,2.54751853899881e-07,2.688341373643721e-07,2.6883413543083195e-07
