Bin,PT Center Bin Value,Amplitude,Mean,Standard Deviation,Var(Amplitude),Var(Mean),Var(Standard Deviation)
0,15.0,0.012254702808130862,1.147471533225141,-0.21231688836299567,2.474613422895926e-08,9.904487924519033e-06,9.904522658178497e-06
1,25.0,0.013267846852007695,1.0007419530686616,-0.19967308595008346,8.25643308078777e-09,2.4931955142637586e-06,2.493195541456547e-06
2,32.5,0.013931674626502402,0.9953554929676636,-0.187615110820169,1.251851979906182e-08,3.027033758301585e-06,3.0270337334674265e-06
3,37.5,0.014534570114943732,0.9953023420350481,-0.18062259998484634,1.609335086613537e-08,3.3139499907915426e-06,3.3139499462781502e-06
4,42.5,0.015425619819073512,1.0025432069498315,0.16962962496837433,1.7016775070650704e-08,2.743716695837398e-06,2.743716686937578e-06
5,51.0,0.016522895556958257,0.9991073104399949,0.1581918015596776,1.2475381196571515e-08,1.5247194249551746e-06,1.524719403489149e-06
6,64.5,0.018392336886719794,1.0010133142217272,0.14183064398150597,1.2390948665525114e-08,9.824512209675062e-07,9.82451213694953e-07
7,81.0,0.01931215083218323,1.0011332709025969,0.1360430646240202,1.3348872389448623e-08,8.832349608687368e-07,8.832349577191048e-07
8,105.0,0.021429890448841908,0.9992700333516504,0.12243601255814056,1.0593002564772016e-08,4.610378861085715e-07,4.610378879110829e-07
9,135.0,0.023249362049232992,1.0002346910288875,0.11300582234691132,1.3373048165193463e-08,4.2125767345841426e-07,4.2125766445870963e-07
10,175.0,0.02597322881046937,1.0018945791630667,0.10082161049989137,8.240598024429592e-09,1.6555893609262802e-07,1.6555893585218956e-07
11,250.0,0.0294304179742895,0.9992022757131495,0.08916446095722558,8.78753529007439e-09,1.0754690357244133e-07,1.0754690484230581e-07
12,350.0,0.032743542746116,1.0007294075745652,-0.07963991728451136,1.0718792266834966e-08,8.454637464322409e-08,8.454637489540859e-08
13,475.0,0.035251610704908884,1.000832498096849,-0.07385741204596288,1.4141321525855284e-08,8.276787954924907e-08,8.276787797254071e-08
14,650.0,0.03683617049408234,1.0010362921782499,-0.07034167691428742,1.5149967763304967e-08,7.365992542164585e-08,7.365992477802699e-08
15,875.0,0.038831417482295585,1.0021929313727038,-0.0663466931339339,2.2494732493877073e-08,8.755784100952359e-08,8.755784187081529e-08
16,1125.0,0.03883616566414326,1.0018623992459068,-0.0659566690982682,3.9394643076655454e-08,1.5150555386966003e-07,1.515055520875277e-07
17,1375.0,0.04056351963917007,1.0009003879998226,-0.06287169413311422,5.245545828378067e-08,1.6802935645794868e-07,1.6802935285819648e-07
18,1625.0,0.04029788582237556,1.00168600993426,-0.06328581140931772,8.627190072336771e-08,2.8370646363966925e-07,2.8370646397868677e-07
19,1875.0,0.040337950067961315,1.0052589083014825,-0.06319124325648974,1.6493801658346583e-07,5.397159101760157e-07,5.397159119439829e-07
20,2125.0,0.04056317557170382,1.0050727353245235,-0.062364010772864326,1.7938744391609923e-07,5.653939841224936e-07,5.65393987207395e-07
21,2375.0,0.043804723900259315,1.0074295715044628,-0.05721396885825538,4.5127948504419e-07,1.0264915231068758e-06,1.0264915121399247e-06
22,2625.0,0.04384565736232537,1.000554013984059,-0.057688234013541936,8.280820915230685e-07,1.9114109472218265e-06,1.9114109499317623e-06
23,2875.0,0.04118606932953125,0.9992847233117862,-0.06231326763298815,1.6419520308756002e-06,5.011959451783777e-06,5.011959423405539e-06
