Bin,PT Center Bin Value,Amplitude,Mean,Standard Deviation,Var(Amplitude),Var(Mean),Var(Standard Deviation)
0,15.0,0.004516029432002829,0.7634390323030363,0.7329827797468428,7.041920828059768e-08,0.0038244023903752293,0.006468688602201611
1,25.0,0.007482624063993759,0.9565994801618757,-0.3521969542609571,6.932714448737669e-09,2.0453261746479402e-05,2.063353239460641e-05
2,32.5,0.008996099226023391,0.9588931418487291,-0.2939520408590115,1.3672482508802459e-08,1.946271244877846e-05,1.947307105808942e-05
3,37.5,0.010226432017467592,0.9671019491175297,-0.25983037227421385,1.573807603909425e-08,1.3546176689658303e-05,1.35466055260392e-05
4,42.5,0.011129805437762715,0.9580049227741225,-0.23707560880101777,1.547201673115194e-08,9.360157840868783e-06,9.360186955863177e-06
5,51.0,0.012111841464239185,0.9677833187256405,-0.2175807365586725,9.121004051419068e-09,3.9246557537668196e-06,3.924656261947931e-06
6,64.5,0.014092095553976816,0.9795376318780624,-0.18602769719951165,1.0980771193722719e-08,2.551479762410582e-06,2.5514797667151534e-06
7,81.0,0.01585658085604723,0.9800927039979137,0.16520957047031037,1.8003670617096934e-08,2.6058656288342357e-06,2.605865659646441e-06
8,105.0,0.017911925586243594,0.9818170000962655,0.14522905964457442,1.909384654991035e-08,1.6736509343139914e-06,1.6736509456286543e-06
9,135.0,0.01914858915412475,0.979816843947795,0.1357235250003794,3.118011113169992e-08,2.0885312015829344e-06,2.0885312371015323e-06
10,175.0,0.02152352436094351,0.9794165624652488,0.11951020363470674,3.999256102807333e-08,1.6439478429977247e-06,1.6439478285247286e-06
11,250.0,0.02444084069390883,0.9879338202907123,0.10420515631038033,4.7293082106878947e-08,1.1462770358367575e-06,1.1462770240439432e-06
12,350.0,0.028664145269730604,0.993800421370069,0.08585424229266815,2.739790065174324e-07,3.2770535855206208e-06,3.2770535637487065e-06
13,475.0,0.029394231930627804,0.9779392583809582,0.08967587461030684,8.750172520765171e-07,1.0858451971866475e-05,1.0858451831302819e-05
14,650.0,0.026573758869598445,0.9956118573633888,0.1013187019916146,7.868005439092204e-06,0.00015240577219982518,0.00015240577282408488
15,875.0,5.396722254703551e-19,1.0000000002405658,1.000000004095004,1.883705299168631e-39,3.269867950280483e-20,1.1869308730100174e-19
16,1125.0,5.396722254703551e-19,1.0000000002405658,1.000000004095004,1.883705299168631e-39,3.269867950280483e-20,1.1869308730100174e-19
17,1375.0,5.396722254703551e-19,1.0000000002405658,1.000000004095004,1.883705299168631e-39,3.269867950280483e-20,1.1869308730100174e-19
18,1625.0,5.396722254703551e-19,1.0000000002405658,1.000000004095004,1.883705299168631e-39,3.269867950280483e-20,1.1869308730100174e-19
19,1875.0,5.396722254703551e-19,1.0000000002405658,1.000000004095004,1.883705299168631e-39,3.269867950280483e-20,1.1869308730100174e-19
20,2125.0,5.396722254703551e-19,1.0000000002405658,1.000000004095004,1.883705299168631e-39,3.269867950280483e-20,1.1869308730100174e-19
21,2375.0,5.396722254703551e-19,1.0000000002405658,1.000000004095004,1.883705299168631e-39,3.269867950280483e-20,1.1869308730100174e-19
22,2625.0,5.396722254703551e-19,1.0000000002405658,1.000000004095004,1.883705299168631e-39,3.269867950280483e-20,1.1869308730100174e-19
23,2875.0,5.396722254703551e-19,1.0000000002405658,1.000000004095004,1.883705299168631e-39,3.269867950280483e-20,1.1869308730100174e-19
