Bin,PT Center Bin Value,Amplitude,Mean,Standard Deviation,Var(Amplitude),Var(Mean),Var(Standard Deviation)
0,15.0,0.0060667406013983575,1.1504051274064349,0.45605466444238124,9.02380785445756e-09,6.865702705580844e-05,7.771944954146824e-05
1,25.0,0.008316736664266354,1.0694337421119955,-0.31815905389583193,9.998814578192915e-09,1.9501810782851737e-05,1.955685749053837e-05
2,32.5,0.009901928828531454,1.0294691644392218,-0.2638781519152865,2.6700876015828027e-08,2.5283367338022005e-05,2.5284479020881142e-05
3,37.5,0.010386789147753792,1.0144152579869616,-0.25434968941704483,2.8727273599305328e-08,2.2968265667711193e-05,2.2968583371740733e-05
4,42.5,0.011732388724503351,1.0035586535170504,-0.2239319414818406,3.888367261590132e-08,1.888614748173668e-05,1.8886151267225283e-05
5,51.0,0.012308668340620272,0.9862000742358128,-0.21309922067342993,1.3802923178075877e-08,5.516301131019965e-06,5.516301296436454e-06
6,64.5,0.01356723122843724,0.9778192397077705,-0.19363854306761816,1.2880455134663953e-08,3.4983667272589913e-06,3.4983667413478216e-06
7,81.0,0.014880902267739785,0.9706364857027934,-0.17605148207614826,1.9940888875971686e-08,3.7214275182771383e-06,3.7214275099297307e-06
8,105.0,0.016489276762565442,0.9660515972787789,0.15807185835461646,2.0992216795499697e-08,2.57217129830935e-06,2.572171304102419e-06
9,135.0,0.017884043883953538,0.9710652032835249,0.14554490331067785,3.2130070021737955e-08,2.8374525063743803e-06,2.8374525164908154e-06
10,175.0,0.020123038735014902,0.9724137499767525,0.12837202401491057,3.1824442093978004e-08,1.7268595262111677e-06,1.7268595390934004e-06
11,250.0,0.022465401677213913,0.9733680346276669,0.11468235090734578,2.818243572121204e-08,9.792212067104941e-07,9.792212091563913e-07
12,350.0,0.026087823503063615,0.975602713390238,0.09703023193789055,5.262342011929344e-08,9.706612279039164e-07,9.706612281411822e-07
13,475.0,0.026904767886124756,0.9796957770189032,0.09329093918149499,8.358710987452552e-08,1.3400206324359157e-06,1.3400206126038846e-06
14,650.0,0.028368543785608952,0.9805376704964192,0.08911895915180303,7.538259679571237e-08,9.918998894019295e-07,9.918998899812175e-07
15,875.0,0.031803054496498395,0.9866811880490732,0.07793726923843865,1.3806529284619768e-07,1.1055876239110478e-06,1.1055876281283906e-06
16,1125.0,0.034204105200640454,0.9841862414739839,0.0710887518375072,2.6665329585520084e-07,1.5358240327253066e-06,1.5358240258383665e-06
17,1375.0,0.03447482663905193,0.9882080393340088,0.0726613996921179,2.9174170925399474e-07,1.7278934848395946e-06,1.727893493700905e-06
18,1625.0,0.03470526407620484,0.9895478150453798,0.07084757809505614,4.677017972014354e-07,2.5989719274009667e-06,2.5989719197055263e-06
19,1875.0,0.03563703942795593,0.9937560127349926,0.07072310851510946,1.1358367474715346e-06,5.963527009777427e-06,5.963527076324254e-06
20,2125.0,0.03263352065308215,0.9826053865068279,0.08094177652145952,1.60170985434393e-06,1.3139854679592828e-05,1.3139854829877776e-05
21,2375.0,0.05880726835830262,0.9960633353004946,0.03445655799976929,1.6862988799736276e-05,7.720946855986443e-06,7.720946828193113e-06
22,2625.0,0.03710581427880236,0.966768342164933,0.07160763125909174,4.101268221395899e-05,0.00020362294503020818,0.00020362294067365796
23,2875.0,0.04643543417816713,1.0123727947863652,-0.05737046525666138,6.544612480988999e-05,0.00013330449410713495,0.00013330449615568356
