Bin,PT Center Bin Value,Amplitude,Mean,Standard Deviation,Var(Amplitude),Var(Mean),Var(Standard Deviation)
0,15.0,0.010681640135186311,1.207665998897441,0.24676378983241046,1.723409188344222e-08,1.2262406491625176e-05,1.2269663623549292e-05
1,25.0,0.012193918021088865,1.0272378202969614,-0.2164802250566981,4.928849302026763e-09,2.0713051072360346e-06,2.0713053379584654e-06
2,32.5,0.013404608557412505,1.0066560588933937,-0.195375467006737,7.934760579679992e-09,2.247510694995665e-06,2.247510679583995e-06
3,37.5,0.013889698487695903,0.995341205864396,-0.18775703660681564,9.023730411057005e-09,2.1985116679395453e-06,2.1985116554831512e-06
4,42.5,0.01462641471452748,0.9954098738508359,-0.17866920941368414,9.492640860008382e-09,1.8887161378043402e-06,1.888716129583666e-06
5,51.0,0.016051272564693617,0.9913143654058617,0.1622927846060826,6.089507267130745e-09,8.30047457558526e-07,8.300474645185622e-07
6,64.5,0.017563201905097355,0.9883411794095287,0.14824285761097492,6.183014821420395e-09,5.873359977616348e-07,5.873359918942842e-07
7,81.0,0.019182486508122296,0.9830108951737152,0.13620184751411896,7.945985555098503e-09,5.341245965680625e-07,5.341246006573225e-07
8,105.0,0.02120656496781653,0.9833731828125486,0.12257979241569766,7.651968115051982e-09,3.408828889706008e-07,3.4088289163828345e-07
9,135.0,0.02311367592806067,0.9852635293639775,0.11215241334313525,9.978975618772742e-09,3.1325812561187687e-07,3.132581225567037e-07
10,175.0,0.026121450787724872,0.987849020877979,0.09883209223923727,1.1930920705478957e-08,2.2772412105271507e-07,2.2772412304679413e-07
11,250.0,0.029883486814097686,0.9882788967557472,0.08630695047515403,8.764427400415541e-09,9.747426017756078e-08,9.74742601814597e-08
12,350.0,0.03363535765341443,0.9893697252499761,0.07664224591870052,1.1428597363696295e-08,7.911822227351622e-08,7.91182232279471e-08
13,475.0,0.03680213912684696,0.9896300068520136,0.06962433567201867,1.4168679189233624e-08,6.7615592974864e-08,6.761559200345153e-08
14,650.0,0.03950861588499675,0.9915045841529267,0.06462672871680679,1.96786494241903e-08,7.020619191502591e-08,7.020619200460881e-08
15,875.0,0.04230325909036316,0.9932689512756797,0.06004321320281137,2.390520025406279e-08,6.421148607573292e-08,6.42114856282707e-08
16,1125.0,0.04372381404701233,0.9953390943692365,0.05799963753754228,2.7442630678539374e-08,6.438353624414674e-08,6.438353649458701e-08
17,1375.0,0.04522717434599803,0.9958152554092679,0.05589158981840903,3.951953651836624e-08,8.047308736373653e-08,8.0473087473769e-08
18,1625.0,0.04553255843495409,0.9964875352973677,0.05549259467140456,4.2907117845546744e-08,8.497490739407894e-08,8.497490819389348e-08
19,1875.0,0.04629095985249127,0.9976260893930003,0.05443337383579447,6.232858189342432e-08,1.1490857089750734e-07,1.1490856966437791e-07
20,2125.0,0.047504326752611764,0.9985782033152587,-0.052851526748807276,7.563061603362246e-08,1.2482165141881336e-07,1.2482165314444992e-07
21,2375.0,0.04646944299914832,0.9987275086222184,0.05370061188351202,1.5148165420855687e-07,2.697282502143991e-07,2.697282508507643e-07
22,2625.0,0.04729762782561644,1.0005718113576572,-0.05330421064663158,1.674414521046102e-07,2.835719912439474e-07,2.835719911027921e-07
23,2875.0,0.047400780163653386,1.0018753453011313,0.05268758143863376,2.19646517555365e-07,3.618295087498891e-07,3.618295062465461e-07
