Bin,PT Center Bin Value,Amplitude,Mean,Standard Deviation,Var(Amplitude),Var(Mean),Var(Standard Deviation)
0,15.0,0.00886324737696164,1.0182470532664747,-0.2944173937449311,1.6561333039804332e-09,2.4362537663188157e-06,2.437322834630975e-06
1,25.0,0.011811483962495022,1.007010836597754,-0.22125148217504587,2.0713670669404885e-09,9.690725869248808e-07,9.690727368293416e-07
2,32.5,0.013503657430020997,1.0048995168496402,-0.19355724427855123,5.0418207508276344e-09,1.3811465876228016e-06,1.3811465940609216e-06
3,37.5,0.0142399206952262,0.9990416604189813,-0.18431996457446828,6.4721042605440755e-09,1.4458166476142784e-06,1.4458166589553452e-06
4,42.5,0.014818634866319432,0.9974179054766278,-0.17671332107999466,5.351662176287979e-09,1.0147213612910057e-06,1.0147213637256018e-06
5,51.0,0.016173208738329364,0.9984312090365597,0.16171519803176398,3.037261774607948e-09,4.048770140740781e-07,4.0487701146393066e-07
6,64.5,0.017459392244473453,0.9961284504339954,0.15002818513719368,2.7408601374640303e-09,2.698447898495314e-07,2.6984478948265197e-07
7,81.0,0.01897382681711764,0.9951480590837297,0.13807136633275865,3.912920025462043e-09,2.762725083498724e-07,2.76272506721686e-07
8,105.0,0.02087831991188835,0.996032530352681,0.12501828591592637,4.781708471941766e-09,2.2860222681751287e-07,2.2860222545499383e-07
9,135.0,0.023108922952976185,0.998445707798574,0.11304269229225643,5.838452421970672e-09,1.8627849210083393e-07,1.8627848898869814e-07
10,175.0,0.025572846645805655,0.9974520953408521,0.10206861705826471,5.577462626463254e-09,1.184699021750018e-07,1.1846990217580912e-07
11,250.0,0.0292786487963876,0.9986698948291141,0.0888542867485662,6.148772104645784e-09,7.550587618347737e-08,7.550587508925226e-08
12,350.0,0.03266113349858225,0.9999084391180014,-0.07960483134695379,9.528678693279936e-09,7.547227301914114e-08,7.547227321114219e-08
13,475.0,0.035422541030114336,1.0010028344003825,-0.07300336325041458,1.1953290840549975e-08,6.769465114357365e-08,6.769465325965313e-08
14,650.0,0.037349318795114744,1.0024357900291263,-0.06891937131963806,1.521630036946744e-08,6.908234895260727e-08,6.908234956842819e-08
15,875.0,0.03924640019455251,1.0027175125895569,-0.06515907778269316,1.8981305510103862e-08,6.97623365609247e-08,6.976233717892403e-08
16,1125.0,0.040697754046012426,1.001665861974078,-0.06234713380826562,3.330612598161271e-08,1.042217984078267e-07,1.0422180006584e-07
17,1375.0,0.04057679321346945,1.001574209563663,-0.06217010632836348,4.733556346003127e-08,1.4816205030819574e-07,1.4816204932848122e-07
18,1625.0,0.040374090942513804,0.9992295169287381,-0.06269302214001846,9.057046986815443e-08,2.911805182593948e-07,2.911805122313817e-07
19,1875.0,0.04080814982802255,0.9985710254496161,-0.06092693019629097,2.8370246589239567e-07,8.432583934914551e-07,8.432583916848881e-07
20,2125.0,0.040542685487015985,0.9970777740206284,-0.061581487032715994,5.087406597453602e-07,1.5650377603188819e-06,1.5650377840536186e-06
21,2375.0,0.03825543346830917,0.9873602661645238,0.0664501094265571,1.2869439027520356e-06,5.17685774007306e-06,5.176857693630496e-06
22,2625.0,0.05190471083186724,0.9898557963214117,0.046412821770927266,8.007577523893122e-06,8.538037787380836e-06,8.538037735349872e-06
23,2875.0,0.04789804046222896,0.9972592914787659,-0.05368653495260857,5.221759064183684e-05,8.751561330507287e-05,8.751561254518408e-05
