Bin,PT Center Bin Value,Amplitude,Mean,Standard Deviation,Var(Amplitude),Var(Mean),Var(Standard Deviation)
0,15.0,0.011353135357477269,1.0291875961406707,-0.22160872061140915,6.517343159583911e-09,3.311030667720354e-06,3.3110314575898532e-06
1,25.0,0.015336044592462779,1.0110969950629334,-0.16426332960419554,9.081224741796941e-09,1.3890743515102344e-06,1.3890743490819407e-06
2,32.5,0.017398430555005243,1.006568358356787,0.14489652469015382,1.4678623748923347e-08,1.3574598240457767e-06,1.357459848656524e-06
3,37.5,0.01806632679654803,1.0050948483541509,0.14132258964212552,1.1222192310488105e-08,9.156147783248731e-07,9.156147769933305e-07
4,42.5,0.019187696008237227,1.0026695259047316,0.1327918168313382,1.3740063124266966e-08,8.774824652880213e-07,8.774824554812161e-07
5,51.0,0.020545504919692537,1.002465031433024,0.12410010261019114,1.243632433783244e-08,6.049754279395578e-07,6.049754414206746e-07
6,64.5,0.02185825794091859,1.0022531350225765,0.11744535032083231,1.2869372562004487e-08,4.953628535599975e-07,4.953628584701107e-07
7,81.0,0.023651283674334347,1.0014867420319544,0.10898434209873778,1.3967765689540324e-08,3.954526617450199e-07,3.9545266359376203e-07
8,105.0,0.02553995278466808,1.0004785361599104,0.10114535553752486,1.205030444758727e-08,2.519953014725122e-07,2.5199530372645345e-07
9,135.0,0.027880783531952388,1.0018843534078092,0.09290380158097045,1.3268571957178875e-08,1.9643493369338463e-07,1.964349351622314e-07
10,175.0,0.030762716641564433,1.0005873987472635,-0.08449058305523804,1.145927904480003e-08,1.1525568764914726e-07,1.1525568840111253e-07
11,250.0,0.03497231875116383,1.0003803821952226,-0.07436781947945857,8.405817879074715e-09,5.0680414629229424e-08,5.068041637523976e-08
12,350.0,0.04008482047553536,1.0000389168632915,-0.0650076122390703,9.095675184512805e-09,3.18963835081147e-08,3.189638372485471e-08
13,475.0,0.04489563185115559,1.0001145470183246,-0.057934043257832676,5.545384378620211e-09,1.2312026947128483e-08,1.2312027048106998e-08
14,650.0,0.04901778530853742,1.0006108796977067,-0.05308325155819103,5.199010295694966e-09,8.12955786182325e-09,8.129557911504938e-09
15,875.0,0.053495180290952626,1.000665429955108,-0.04844685380351309,7.37695250377908e-09,8.06708478885898e-09,8.067084944414193e-09
16,1125.0,0.056720187171332405,1.0011546230432968,-0.04551529451411822,1.0087182878217765e-08,8.660639730156376e-09,8.660639687579757e-09
17,1375.0,0.0583196680969963,1.0017945855486852,-0.04421422603770924,1.2478284079268456e-08,9.562864943751211e-09,9.562864968367913e-09
18,1625.0,0.06023713321906551,1.0021749151084527,-0.04266378164940443,2.2625404262702357e-08,1.5133077983180625e-08,1.5133077973892333e-08
19,1875.0,0.060926733765564886,1.0018365904751858,-0.04217345316707009,2.3624389119372302e-08,1.5092564400560314e-08,1.5092564227280177e-08
20,2125.0,0.062238635631028175,1.0018076456589378,-0.04102565558432512,5.0163636197094966e-08,2.906166599670333e-08,2.9061665874197732e-08
21,2375.0,0.0625639426471851,1.0011558523092774,-0.04068684005747131,7.713788073982289e-08,4.349835420933887e-08,4.3498354672211584e-08
22,2625.0,0.06286073123905608,1.0000400767773867,-0.04015839232909022,1.0330568544768069e-07,5.621619455676669e-08,5.621619466182162e-08
23,2875.0,0.0631900934041603,0.9986449863176368,-0.03986136214182564,1.2461298518991413e-07,6.611703269448256e-08,6.611703296266824e-08
