Bin,PT Center Bin Value,Amplitude,Mean,Standard Deviation,Var(Amplitude),Var(Mean),Var(Standard Deviation)
0,15.0,0.010215866844230382,1.0273699698493965,-0.2484683392422741,4.138361345391366e-09,3.264104236619283e-06,3.2641325719646688e-06
1,25.0,0.014150210972944175,1.012725803917466,-0.17931586810393402,5.9039339121234675e-09,1.2641223418938272e-06,1.2641223601603365e-06
2,32.5,0.016308953309917742,1.006829245008209,0.1562747610201887,8.106060050821435e-09,9.923641885332368e-07,9.92364196534593e-07
3,37.5,0.017217293165380666,1.0075504934416128,0.14802251178819734,1.0154161317152109e-08,1.0007426178452613e-06,1.000742621642879e-06
4,42.5,0.018129366513440635,1.0036388867666102,0.14089327053434278,1.1184627127131307e-08,9.007173797629317e-07,9.007173962545097e-07
5,51.0,0.0195289318524185,1.0038879210687814,0.1310844856852615,9.460282693276448e-09,5.683089088648575e-07,5.683089080753e-07
6,64.5,0.02122369113991645,1.00232242117076,0.12117981123374383,8.375522893067753e-09,3.640484895475291e-07,3.6404848283538554e-07
7,81.0,0.02314084096094832,1.0023960689636489,0.11119446009811128,1.2300692110616519e-08,3.7867637163513216e-07,3.7867637264773893e-07
8,105.0,0.02508850348371614,1.0017008522916895,0.10304236989733166,1.2306365391151156e-08,2.767892198470738e-07,2.7678922145690414e-07
9,135.0,0.027436134304263872,1.0016765275620034,0.09435364351616837,1.2952552249650202e-08,2.0425151521146065e-07,2.042515192033484e-07
10,175.0,0.030520331722605584,1.001781392353566,-0.0849454346288813,9.962545450492427e-09,1.028973947380581e-07,1.0289739691024883e-07
11,250.0,0.03482289048038759,1.0013220680660522,-0.07461115802837036,9.607782464007756e-09,5.8808524956750833e-08,5.880852492541853e-08
12,350.0,0.03990561906991044,1.0006240173392704,-0.06513615272393884,1.1063794254257506e-08,3.9302382288561665e-08,3.930238244559934e-08
13,475.0,0.044410695668633454,1.0005787973314493,-0.05851711155273246,7.120615065911006e-09,1.648338904691909e-08,1.6483389132551856e-08
14,650.0,0.048925684466833895,1.000583677788392,-0.05301307938798192,7.1652558901694684e-09,1.1216616761945935e-08,1.1216616767509082e-08
15,875.0,0.05324707594608018,1.0007206596371327,-0.04867094869226052,8.370240377183636e-09,9.324488124833373e-09,9.324487977626149e-09
16,1125.0,0.056416876899458936,1.0010090320725482,-0.04564809971001589,1.302530510087834e-08,1.1369944575238892e-08,1.1369944725462144e-08
17,1375.0,0.05846830173338155,1.001637205615283,-0.04400271399508489,1.5043142350379437e-08,1.1360459882690751e-08,1.1360460039013262e-08
18,1625.0,0.0600633419606697,1.002211889175952,-0.04275198198291777,2.0034564719327153e-08,1.353358823227373e-08,1.3533588159178547e-08
19,1875.0,0.060962655358932055,1.0022239733022893,-0.041953690667266584,3.450924702604714e-08,2.1791546216235062e-08,2.1791546401577597e-08
20,2125.0,0.06156519869257139,1.0014196219509246,-0.041461891379725946,4.3261502460117086e-08,2.6161911368177066e-08,2.616191164575624e-08
21,2375.0,0.06261293944104904,1.0008652684615815,-0.04046561221988424,8.242957498454465e-08,4.5906456631416694e-08,4.590645598691935e-08
22,2625.0,0.06249844427196149,1.0000961987167698,-0.040454052221157444,1.0591426896155851e-07,5.916756260743841e-08,5.9167562438610737e-08
23,2875.0,0.06262463138645628,0.9985394342756285,-0.040199218095283276,1.2933190010805088e-07,7.105463244314322e-08,7.105463136965571e-08
