Bin,PT Center Bin Value,Amplitude,Mean,Standard Deviation,Var(Amplitude),Var(Mean),Var(Standard Deviation)
0,15.0,0.007970081760614204,1.0395514302955244,-0.325912933532593,2.708240668255307e-09,6.03501972448157e-06,6.052976316838179e-06
1,25.0,0.011552207216947396,1.0187499807411213,-0.22240290510198135,3.333155729224582e-09,1.6472145560216234e-06,1.6472149159275708e-06
2,32.5,0.013749561731058194,1.0132946467574129,-0.18696327230221557,5.936439723060952e-09,1.4635017332756572e-06,1.463501749761998e-06
3,37.5,0.014975562642431488,1.0103944262037257,-0.1716144262376472,6.896723379127449e-09,1.2075771270558426e-06,1.2075771415471363e-06
4,42.5,0.015776552134274948,1.0060217989475233,-0.16292199467018245,8.2050302864264e-09,1.1667055471894553e-06,1.1667055270991725e-06
5,51.0,0.017236963112768084,1.0051249948689527,0.1489827296886948,6.233619335020215e-09,6.209150408432019e-07,6.209150422094198e-07
6,64.5,0.01913539606171962,1.0040039957542342,0.13449840884343248,5.480285834455348e-09,3.609905775222159e-07,3.609905782859671e-07
7,81.0,0.02100854837434959,1.0033069497213225,0.12292576351145487,6.2227077389482955e-09,2.8405952473248274e-07,2.8405951991509074e-07
8,105.0,0.023213411983049565,1.0018958625345282,0.11126900321605238,7.16118404974506e-09,2.1937749507794454e-07,2.193774953120506e-07
9,135.0,0.025863104808606256,1.0024391535289263,0.10001677798336996,9.972733948669127e-09,1.9885712463536192e-07,1.9885712623187273e-07
10,175.0,0.028993636315645596,1.0032231757528547,0.08902370420478234,9.48936232510698e-09,1.1928540012083562e-07,1.192854004423209e-07
11,250.0,0.03370464586384797,1.001665319232175,-0.07664213680628565,7.796883652415975e-09,5.375532795454497e-08,5.375532824591339e-08
12,350.0,0.03862494986216033,1.000954949510294,-0.0671394005398965,6.596578624285916e-09,2.6575192945588155e-08,2.6575193034932198e-08
13,475.0,0.042999356064624704,1.0004747734252246,-0.06021590932925859,7.878226859076714e-09,2.0599910744862927e-08,2.0599910498870633e-08
14,650.0,0.047734544030948,1.0002586034507248,-0.054086603899284456,7.4173669667991555e-09,1.2697047959850951e-08,1.2697047740997324e-08
15,875.0,0.05191908332592153,1.0001644482489727,-0.04950311280634703,1.1414606836962867e-08,1.3836011631846254e-08,1.3836011788998621e-08
16,1125.0,0.05439924193180955,1.0002426842983672,-0.04715534838303009,1.4264540040106533e-08,1.4291386901527352e-08,1.4291387119400783e-08
17,1375.0,0.05697139429529013,1.0007517428324755,-0.044824386098659574,1.9211672653565393e-08,1.5856966760260503e-08,1.5856966980390533e-08
18,1625.0,0.05857703627378367,1.0016187998898916,-0.04346601380932504,3.0354355173612445e-08,2.2284707320993386e-08,2.2284707727363242e-08
19,1875.0,0.05915268243219336,1.0011662099661036,-0.04287366401715957,5.099278309183743e-08,3.571807835776468e-08,3.571807867766246e-08
20,2125.0,0.0601386852683027,1.0005592448867329,-0.04200988113337373,6.484677527917182e-08,4.219132675635254e-08,4.219132612208235e-08
21,2375.0,0.06049246881039585,0.9992020566068208,-0.04170625111640599,7.63271779859744e-08,4.837482676385728e-08,4.837482556772156e-08
22,2625.0,0.0611198400534036,0.9989697657131268,-0.04105200300536263,1.2080706941767315e-07,7.266713720592706e-08,7.266713693329893e-08
23,2875.0,0.06155867862898549,0.9975659678304593,-0.04060885919082848,1.525394175241757e-07,8.850890718349192e-08,8.850890785511247e-08
