Bin,PT Center Bin Value,Amplitude,Mean,Standard Deviation,Var(Amplitude),Var(Mean),Var(Standard Deviation)
0,15.0,0.008729260552966174,1.3260916619404408,0.3147160168346989,1.8843859368728382e-08,3.2642780636966646e-05,3.440027756713712e-05
1,25.0,0.009921885662897345,1.0756031118035496,-0.265012440470582,1.289390772663038e-08,1.2264934485687958e-05,1.2266429275189777e-05
2,32.5,0.010952237244892775,1.0337020522981282,-0.2390842977774637,1.3930129541174225e-08,8.851133267312691e-06,8.85116190249182e-06
3,37.5,0.011785579123460507,1.0082927828999233,-0.2214703586244215,1.7120687951850963e-08,8.061066181894264e-06,8.061067369850358e-06
4,42.5,0.012484552157222752,1.000431551097558,-0.2096721268154168,1.9486413252601e-08,7.328262975975445e-06,7.328263048946013e-06
5,51.0,0.013434667854127023,0.9850026583987492,-0.19398355702999975,7.425962481484857e-09,2.064263260758139e-06,2.0642632520523017e-06
6,64.5,0.015258406690926419,0.973384502634082,-0.16952557051713746,1.0166873186660356e-08,1.6733035750775847e-06,1.6733035959555855e-06
7,81.0,0.016968647884643525,0.966767930672829,0.15244006599576143,1.1778000254727963e-08,1.2673935054493357e-06,1.2673934849337018e-06
8,105.0,0.01866898738445714,0.9641284835946121,0.1382381139848284,9.932974360090974e-09,7.261722049495375e-07,7.261722210168687e-07
9,135.0,0.021177094131657945,0.9698306298992072,0.12147744916030223,1.2790069036191876e-08,5.611458261304961e-07,5.611458208540325e-07
10,175.0,0.024332878255535206,0.9720798752509371,0.10502158031297318,1.424461837870273e-08,3.5380712569963404e-07,3.53807126837928e-07
11,250.0,0.028883426574474638,0.9759345125887104,0.08784797740779017,1.2475162320221646e-08,1.5386787146993607e-07,1.5386786880105733e-07
12,350.0,0.03379306873670464,0.9781243821271938,0.07523883964380446,2.0899454105220818e-08,1.3813524888118694e-07,1.3813524889007721e-07
13,475.0,0.03806730965777145,0.9822325113186767,0.0663896806201681,3.301449602544165e-08,1.3388612292063585e-07,1.3388612261211424e-07
14,650.0,0.04273919750998616,0.9860067588481447,0.05876656726364889,3.5565875692236676e-08,8.965442099844241e-08,8.965442072630318e-08
15,875.0,0.0466724934583694,0.9882499127780061,-0.05388499043972926,3.944001993689903e-08,7.009569389903657e-08,7.009569329838376e-08
16,1125.0,0.050102938140453634,0.9902281031937326,-0.050146822660669034,5.23196801485558e-08,6.988219071794419e-08,6.988219115424463e-08
17,1375.0,0.05220827001542839,0.9921510664522162,0.04818036883435457,5.913798898148835e-08,6.715302030468036e-08,6.715301996521737e-08
18,1625.0,0.053718535662222115,0.9925144237030679,0.046849805322983634,7.536931712980947e-08,7.643848436583358e-08,7.643848587207461e-08
19,1875.0,0.05465051892926113,0.9933793231958028,0.04599819744983178,8.962650703751155e-08,8.465631083420965e-08,8.465631086260278e-08
20,2125.0,0.055755248969371146,0.9949145736394271,0.04498648068691728,1.1126312230562133e-07,9.657977337133294e-08,9.657977433887758e-08
21,2375.0,0.05663048632955703,0.9967175807782468,0.04403813320909447,1.7301175439419378e-07,1.395002522573166e-07,1.395002535095827e-07
22,2625.0,0.05781838898937513,0.997224418449995,0.04328755295290705,1.7454354417157679e-07,1.3044844709830753e-07,1.30448447892872e-07
23,2875.0,0.05723290697112018,0.9972329918520612,0.043308349800249765,1.865767928275949e-07,1.4244774642900608e-07,1.4244774514533408e-07
