Bin,PT Center Bin Value,Amplitude,Mean,Standard Deviation,Var(Amplitude),Var(Mean),Var(Standard Deviation)
0,15.0,0.006876188329156906,1.0942841384822477,0.3879350830857225,1.0091888833718593e-08,4.271655420358801e-05,4.41459939789287e-05
1,25.0,0.009728833336372242,1.0488151786972302,-0.2663948889959276,1.1436468565065222e-08,1.143330186997333e-05,1.1434191726236808e-05
2,32.5,0.011604982892144575,1.0376349440518369,-0.2233949545523415,2.9521202893031847e-08,1.4585895567927273e-05,1.4585901487848072e-05
3,37.5,0.012999005061601851,1.0245998196472035,-0.1961409552498871,3.90342583726748e-08,1.184906593197427e-05,1.184906594799315e-05
4,42.5,0.01363003969102617,1.0135481147657437,-0.18914765473646572,4.803966949284266e-08,1.2334931950629777e-05,1.2334931910999882e-05
5,51.0,0.01402296197601436,1.0068534284214445,-0.18652868042061993,2.029997516325296e-08,4.788973416553439e-06,4.78897346474501e-06
6,64.5,0.015999637157007137,0.9952619908319987,0.1620289454801237,1.9415851746978072e-08,2.654974005203267e-06,2.6549739743184795e-06
7,81.0,0.017644975825027852,0.9929905891812733,0.14744306909567148,2.3037681487029226e-08,2.1448257912044685e-06,2.1448258009001065e-06
8,105.0,0.01939768486008761,0.994206802891262,0.13326933009180578,2.2002941250373625e-08,1.384799245021617e-06,1.3847992610492353e-06
9,135.0,0.021426101564310317,0.9949920267300778,0.12093360191237518,3.27331644980233e-08,1.3903761920605615e-06,1.3903761887737511e-06
10,175.0,0.02453800587742006,1.0003886173669507,0.10531847252515356,2.6359003377249012e-08,6.474303947576349e-07,6.474303983656125e-07
11,250.0,0.029032383696747707,0.9978872924917983,0.08856107892511611,3.9033622545633256e-08,4.842848832948002e-07,4.842848811870425e-07
12,350.0,0.032927661361722343,0.9957249589940322,0.07819512145671137,3.532997711027976e-08,2.6565524020394717e-07,2.656552421220164e-07
13,475.0,0.03647777786304316,0.9958943383911004,0.07061320335728394,3.751374096894568e-08,1.8743154067651262e-07,1.8743154324751437e-07
14,650.0,0.03926500827181512,0.9951207717825789,0.06561080936479424,4.9613270437087314e-08,1.8470671033572606e-07,1.847067083945819e-07
15,875.0,0.04197223672008508,0.9967115739927132,-0.06081620913319695,4.64967240010126e-08,1.301598410559508e-07,1.301598421240257e-07
16,1125.0,0.04444235418911147,0.9975265371298208,0.05700901742593598,7.656443559831342e-08,1.6797949472860966e-07,1.6797949268262677e-07
17,1375.0,0.04511338764182562,0.9953269841319752,0.056492454525692945,7.311499996668278e-08,1.5286748501085634e-07,1.5286748665798208e-07
18,1625.0,0.04442772317443684,0.9963870738896021,0.056372085259390116,1.211967337890209e-07,2.6017026243904595e-07,2.6017026101229116e-07
19,1875.0,0.047183236479537795,0.9981507716404864,0.052876843220297495,1.7737144784528114e-07,2.970112606324182e-07,2.970112598987987e-07
20,2125.0,0.045815986719201174,0.9969333720923487,0.0545585820806203,2.343715978186189e-07,4.431260439723864e-07,4.4312603942980596e-07
21,2375.0,0.04678670167966226,0.999690413667848,-0.05434823371067478,2.6113940842223914e-07,4.6982069432972683e-07,4.69820699144817e-07
22,2625.0,0.04613334904140065,0.9957574647256504,0.054956536255851576,4.558322889800919e-07,8.624972790849281e-07,8.624972911351598e-07
23,2875.0,0.045509418663909264,0.9989945078284288,0.05634548187965806,1.0371619561478429e-06,2.1197382883153734e-06,2.11973829986403e-06
